"word1","word2","word3","frequency"
"so","many","things",2
"so","much","fun",2
"so","proud","of",3
"so","that","the",2
"so","there","was",2
"so","this","is",2
"so","we","can",2
"so","we","have",2
"so","we","will",2
"so","you","can",4
"some","are","like",2
"some","money","for",2
"some","of","it",2
"some","of","my",2
"some","of","the",13
"some","of","this",2
"some","of","your",2
"some","really","great",2
"some","sense","of",2
"someone","who","could",2
"something","about","it",2
"something","about","the",2
"something","to","eat",2
"sometimes","i","feel",2
"soon","as","i",2
"sounds","like","a",2
"southern","parts","of",2
"spent","most","of",2
"split","into","two",2
"spot","in","the",2
"st","place","in",2
"standing","in","the",3
"start","of","the",2
"stay","away","from",3
"stay","in","the",2
"stay","tuned","for",2
"stay","with","me",2
"stayed","at","home",2
"step","of","the",2
"still","in","your",2
"still","need","to",2
"students","have","been",2
"stuff","like","that",3
"submissive","postural","stances",2
"such","a","good",2
"such","a","great",3
"such","a","thing",2
"sun","is","shining",2
"sunday","in","the",2
"support","for","the",2
"supposed","to","be",5
"supposed","to","do",2
"supreme","court","justices",2
"supreme","court","ruled",2
"swear","to","god",2
"tacos","al","pastor",2
"take","care","of",4
"take","home","something",2
"take","into","context",2
"take","it","to",2
"takes","a","lot",2
"taking","into","account",2
"talk","on","the",2
"talk","to","me",2
"talk","to","my",2
"talking","about","the",2
"taught","me","how",2
"tell","the","truth",2
"tell","you","how",2
"thais","love","it",2
"than","a","week",2
"than","i","thought",2
"than","i","was",2
"than","that","i",2
"thank","you","and",2
"thank","you","for",7
"thank","you","sir",2
"thankfulness","is","the",2
"thanks","for","being",2
"thanks","for","following",6
"thanks","for","stopping",2
"thanks","for","the",38
"thanks","so","much",2
"thanks","to","the",3
"that","and","i",2
"that","but","i",2
"that","he","had",3
"that","he","is",2
"that","he","should",2
"that","he","was",4
"that","i","am",6
"that","i","dont",3
"that","i","feel",2
"that","i","got",2
"that","i","have",8
"that","i","really",2
"that","i","think",2
"that","i","want",2
"that","i","was",5
"that","if","it",2
"that","in","the",2
"that","is","a",4
"that","is","all",2
"that","is","amazing",2
"that","is","an",2
"that","is","not",3
"that","is","so",2
"that","it","had",3
"that","it","is",8
"that","it","was",4
"that","it","would",3
"that","its","hard",2
"that","its","not",2
"that","keeps","you",2
"that","kind","of",3
"that","make","me",3
"that","makes","me",3
"that","may","be",2
"that","much","work",2
"that","my","words",2
"that","she","wanted",2
"that","song","and",2
"that","the","city",2
"that","the","company",2
"that","there","are",2
"that","there","is",4
"that","they","are",5
"that","they","will",3
"that","this","is",2
"that","to","me",2
"that","was","a",3
"that","was","the",3
"that","we","can",3
"that","we","had",2
"that","what","i",2
"that","when","a",2
"that","when","i",3
"that","will","be",4
"that","would","be",3
"that","would","have",2
"that","you","are",3
"that","you","will",2
"that","you","wont",2
"that","youd","like",2
"thatd","be","great",2
"thats","just","the",2
"thats","not","a",3
"the","ability","to",2
"the","airport","and",2
"the","al","central",2
"the","american","people",2
"the","amount","of",3
"the","art","of",2
"the","attic","and",2
"the","beetle","can",2
"the","best","decision",2
"the","best","of",2
"the","best","thing",2
"the","best","use",2
"the","best","way",3
"the","bible","and",2
"the","block","of",3
"the","bodhi","tree",3
"the","book","and",2
"the","book","i",2
"the","book","is",2
"the","book","of",3
"the","bridge","deck",2
"the","budget","is",2
"the","buyin","is",2
"the","car","and",2
"the","case","against",3
"the","challenges","of",2
"the","chance","to",4
"the","character","of",2
"the","church","to",3
"the","city","and",3
"the","city","council",3
"the","city","kansas",10
"the","coal","industry",3
"the","collapse","of",2
"the","cost","of",3
"the","country","illegally",2
"the","day","disabled",2
"the","day","i",2
"the","dead","which",2
"the","debt","limit",2
"the","difference","between",6
"the","director","of",2
"the","early","s",3
"the","edge","of",3
"the","electoral","college",2
"the","end","of",21
"the","event","of",2
"the","existence","of",2
"the","extent","that",2
"the","face","of",3
"the","fact","that",7
"the","farmers","market",2
"the","federal","government",2
"the","first","i",2
"the","first","place",3
"the","first","time",11
"the","form","of",2
"the","foundation","of",2
"the","fourth","inning",2
"the","fourth","one",2
"the","fourth","quarter",2
"the","front","door",2
"the","future","of",2
"the","game","of",2
"the","giants","to",2
"the","golden","gate",2
"the","ground","in",2
"the","habit","of",2
"the","hands","of",3
"the","head","of",3
"the","heat","and",2
"the","highway","patrol",2
"the","history","of",3
"the","home","of",2
"the","hours","are",2
"the","house","of",4
"the","ic","bus",3
"the","idea","is",3
"the","idea","of",7
"the","idea","that",3
"the","importance","of",2
"the","key","to",3
"the","kind","of",4
"the","kingdom","of",2
"the","knowledge","that",3
"the","lake","of",2
"the","las","vegas",2
"the","last","day",4
"the","last","few",3
"the","last","minute",2
"the","last","thing",2
"the","last","three",2
"the","last","time",2
"the","last","year",2
"the","late","s",4
"the","lead","and",2
"the","lean","years",2
"the","level","of",2
"the","link","to",2
"the","lives","of",4
"the","look","of",2
"the","market","or",2
"the","metal","of",2
"the","middle","east",2
"the","middle","of",6
"the","moment","its",2
"the","mood","to",2
"the","more","the",2
"the","most","beautiful",3
"the","most","powerful",2
"the","music","i",2
"the","need","for",3
"the","new","jersey",2
"the","new","law",2
"the","new","york",5
"the","next","book",2
"the","next","day",4
"the","next","three",2
"the","next","two",2
"the","next","week",2
"the","next","years",2
"the","nike","meet",2
"the","number","of",2
"the","object","of",2
"the","odds","of",3
"the","old","and",2
"the","one","shown",2
"the","one","we",2
"the","only","one",3
"the","only","thing",3
"the","only","way",2
"the","opportunity","to",4
"the","orange","county",4
"the","other","end",2
"the","other","hand",3
"the","other","is",3
"the","other","side",2
"the","owners","have",2
"the","pain","in",2
"the","past","three",2
"the","past","two",2
"the","pieces","i",2
"the","place","and",2
"the","plant","and",2
"the","point","of",2
"the","power","of",3
"the","president","of",2
"the","quality","of",2
"the","question","is",2
"the","republican","party",2
"the","rest","of",16
"the","result","of",2
"the","rich","and",2
"the","right","thing",2
"the","right","way",3
"the","roof","the",2
"the","room","and",2
"the","s","and",5
"the","same","message",2
"the","same","now",2
"the","same","number",4
"the","same","thing",3
"the","same","time",9
"the","scene","of",2
"the","second","floor",2
"the","shout","out",2
"the","side","of",2
"the","simple","fact",2
"the","size","of",2
"the","st","louis",3
"the","state","of",2
"the","state","to",2
"the","status","of",2
"the","story","is",2
"the","subject","of",3
"the","sun","is",5
"the","supreme","court",2
"the","table","and",2
"the","third","round",2
"the","time","and",2
"the","time","he",2
"the","time","of",3
"the","time","the",2
"the","time","they",2
"the","time","to",3
"the","timing","of",2
"the","top","of",4
"the","tournament","will",2
"the","twins","now",2
"the","union","county",2
"the","united","states",7
"the","university","of",7
"the","use","of",4
"the","value","of",2
"the","verge","of",3
"the","voice","of",2
"the","wall","and",2
"the","way","the",2
"the","way","they",4
"the","way","to",4
"the","week","and",2
"the","west","coast",2
"the","white","house",7
"the","world","cup",2
"the","world","is",2
"the","world","of",3
"the","world","they",2
"the","year","to",3
"their","inability","to",2
"their","own","but",2
"their","works","and",2
"them","in","the",3
"them","on","the",2
"them","to","be",2
"them","to","the",3
"then","went","into",2
"then","what","i",2
"there","are","many",4
"there","are","more",2
"there","are","not",2
"there","are","some",2
"there","are","still",2
"there","for","me",2
"there","is","a",12
"there","is","much",2
"there","is","no",3
"there","is","nothing",2
"there","is","only",2
"there","was","a",5
"there","was","anything",2
"there","was","no",5
"there","were","only",2
"there","will","be",5
"theres","no","doubt",2
"these","are","students",3
"they","are","when",2
"they","didnt","have",2
"they","do","it",2
"they","do","not",3
"they","dont","always",2
"they","dont","really",2
"they","dont","want",2
"they","get","the",2
"they","have","a",2
"they","have","been",3
"they","have","complained",2
"they","hit","the",2
"they","like","to",2
"they","wanted","to",2
"they","were","a",2
"they","were","going",2
"they","will","be",3
"theyre","going","to",4
"things","for","free",2
"things","that","are",2
"things","we","dont",3
"things","we","need",2
"things","you","need",2
"think","about","it",2
"think","about","that",3
"think","about","you",2
"think","im","going",2
"think","its","time",2
"think","of","the",4
"think","this","is",2
"think","you","should",3
"this","album","is",2
"this","city","is",2
"this","is","a",10
"this","is","my",5
"this","is","not",4
"this","is","one",3
"this","is","the",7
"this","is","true",2
"this","is","what",3
"this","is","why",2
"this","kind","of",2
"this","means","i",2
"this","might","be",2
"this","one","for",2
"this","to","say",2
"this","was","a",3
"this","was","the",4
"this","year","as",2
"this","year","in",2
"this","year","is",3
"this","year","the",2
"those","days","where",2
"those","that","are",2
"those","things","that",2
"those","things","we",2
"those","things","which",2
"thought","i","was",3
"thought","to","myself",2
"three","of","the",2
"thursday","night","in",2
"thx","for","the",2
"tickets","to","the",2
"time","at","all",2
"time","for","a",2
"time","for","me",2
"time","of","the",3
"time","they","are",2
"time","to","get",2
"times","in","life",2
"times","in","the",2
"tip","of","the",3
"to","a","new",3
"to","a","point",2
"to","accomplish","before",2
"to","act","like",2
"to","all","of",2
"to","all","the",2
"to","answer","questions",2
"to","ask","how",2
"to","back","the",2
"to","be","a",20
"to","be","able",4
"to","be","an",3
"to","be","careful",2
"to","be","for",2
"to","be","great",2
"to","be","here",2
"to","be","home",3
"to","be","in",4
"to","be","more",3
"to","be","on",2
"to","be","replaced",2
"to","be","successful",2
"to","be","the",6
"to","be","very",2
"to","be","well",2
"to","be","with",2
"to","buy","a",2
"to","catch","a",2
"to","change","in",2
"to","come","to",3
"to","come","up",2
"to","come","with",2
"to","contend","with",2
"to","deal","with",3
"to","develop","a",2
"to","do","a",3
"to","do","is",2
"to","do","next",2
"to","do","so",2
"to","do","some",2
"to","do","something",4
"to","do","that",2
"to","do","the",8
"to","do","this",5
"to","do","to",3
"to","do","with",5
"to","each","other",2
"to","eat","lol",2
"to","embrace","the",2
"to","end","the",3
"to","ensure","that",2
"to","everyone","who",2
"to","figure","out",2
"to","find","a",3
"to","find","it",2
"to","find","out",2
"to","find","that",3
"to","get","a",3
"to","get","back",2
"to","get","better",2
"to","get","my",2
"to","get","ready",2
"to","get","rid",2
"to","get","some",3
"to","get","the",5
"to","get","through",2
"to","get","to",5
"to","get","up",4
"to","give","it",3
"to","give","them",3
"to","give","to",2
"to","go","along",2
"to","go","and",3
"to","go","back",3
"to","go","into",3
"to","go","no",2
"to","go","out",4
"to","go","the",3
"to","go","to",8
"to","god","i",2
"to","grab","a",3
"to","have","a",4
"to","have","been",2
"to","have","it",2
"to","have","some",2
"to","have","the",4
"to","have","to",4
"to","have","you",3
"to","help","me",3
"to","her","for",2
"to","her","that",2
"to","invest","the",2
"to","jump","from",2
"to","keep","the",2
"to","keep","them",2
"to","know","how",3
"to","know","that",7
"to","know","what",3
"to","know","your",2
"to","launch","a",2
"to","learn","from",2
"to","let","go",4
"to","listen","to",2
"to","look","after",2
"to","look","at",4
"to","make","a",13
"to","make","it",2
"to","make","myself",2
"to","make","sure",6
"to","make","the",5
"to","make","them",2
"to","make","this",2
"to","make","up",3
"to","me","as",2
"to","me","because",2
"to","me","but",2
"to","me","from",2
"to","me","that",2
"to","meet","you",3
"to","miles","away",2
"to","my","apartment",2
"to","my","dad",2
"to","my","day",2
"to","new","york",2
"to","participate","in",2
"to","pay","for",3
"to","people","who",2
"to","play","the",2
"to","protect","his",2
"to","pull","off",2
"to","raise","the",3
"to","reach","the",3
"to","read","this",2
"to","refer","to",2
"to","remember","about",2
"to","remove","the",2
"to","rent","a",2
"to","run","a",2
"to","salt","lake",2
"to","say","anything",2
"to","say","goodbye",2
"to","say","hi",2
"to","say","i",6
"to","say","it",2
"to","say","that",2
"to","see","her",2
"to","see","how",3
"to","see","if",5
"to","see","that",2
"to","see","the",2
"to","see","them",3
"to","see","what",2
"to","see","where",2
"to","see","you",8
"to","sell","the",2
"to","serve","as",2
"to","set","the",2
"to","share","with",2
"to","sit","at",2
"to","soak","the",2
"to","some","beer",2
"to","someone","who",2
"to","start","a",2
"to","start","the",2
"to","stem","the",2
"to","take","a",5
"to","take","care",2
"to","take","my",3
"to","talk","about",3
"to","tell","her",2
"to","the","barn",2
"to","the","bottom",2
"to","the","budget",2
"to","the","city",4
"to","the","community",2
"to","the","extent",2
"to","the","new",2
"to","the","next",3
"to","the","other",2
"to","the","public",5
"to","the","s",2
"to","the","same",2
"to","the","scene",2
"to","the","side",2
"to","the","th",2
"to","the","west",2
"to","the","world",3
"to","their","works",2
"to","think","about",2
"to","those","in",2
"to","try","and",2
"to","try","to",5
"to","understand","that",2
"to","use","and",2
"to","wake","up",3
"to","walk","away",2
"to","watch","the",2
"to","work","in",2
"to","work","on",2
"to","work","with",4
"to","write","a",4
"to","write","about",2
"to","write","down",2
"today","at","pm",2
"today","is","the",2
"today","that","was",2
"told","him","we",2
"told","me","to",3
"told","us","that",2
"too","long","to",2
"too","much","on",2
"took","out","the",2
"top","finishes","in",2
"top","of","a",3
"top","of","my",2
"top","of","the",3
"torn","apart","by",2
"tournament","will","be",2
"tried","to","explain",2
"trip","to","the",2
"triple","in","the",2
"try","to","make",2
"try","to","win",2
"trying","to","be",4
"trying","to","figure",2
"trying","to","get",3
"turned","around","and",2
"twice","as","many",2
"two","and","a",2
"two","of","the",4
"two","of","them",2
"types","of","things",2
"u","let","me",2
"u","want","to",2
"under","the","new",2
"up","a","long",2
"up","and","get",3
"up","and","i",2
"up","and","started",2
"up","at","the",2
"up","for","the",3
"up","from","the",2
"up","in","a",3
"up","in","the",2
"up","into","the",2
"up","on","the",2
"up","the","dead",2
"up","to","miles",2
"up","with","a",2
"up","with","the",2
"us","that","he",2
"use","it","on",2
"use","of","a",2
"use","of","explosives",2
"use","of","the",2
"used","in","the",2
"version","of","the",2
"very","proud","of",3
"vice","president","of",3
"view","of","the",2
"wait","for","the",3
"wait","to","see",4
"wait","to","share",2
"waiting","for","the",2
"waiting","for","you",2
"walks","of","life",2
"want","a","chance",2
"want","to","accomplish",2
"want","to","be",5
"want","to","come",5
"want","to","cut",2
"want","to","deal",3
"want","to","do",3
"want","to","eat",2
"want","to","get",2
"want","to","go",4
"want","to","know",4
"want","to","make",2
"want","to","see",4
"want","to","share",2
"want","to","succeed",2
"want","to","thank",2
"want","to","watch",2
"wanted","to","do",2
"wanted","to","know",3
"was","a","big",2
"was","a","great",2
"was","a","huge",2
"was","able","to",2
"was","at","a",5
"was","at","the",2
"was","being","held",2
"was","going","to",7
"was","he","a",2
"was","in","oregon",2
"was","killed","in",3
"was","looking","for",2
"was","my","favorite",2
"was","off","the",2
"was","on","the",4
"was","one","of",4
"was","out","of",3
"was","placed","on",2
"was","shot","and",2
"was","so","great",2
"was","starting","to",2
"was","such","a",2
"was","the","first",4
"was","the","most",2
"was","the","one",2
"was","willing","to",2
"wasnt","going","to",2
"way","of","knowing",2
"way","through","the",2
"way","to","get",2
"way","to","go",4
"way","too","many",2
"way","you","look",2
"we","all","have",5
"we","all","know",2
"we","are","giving",2
"we","are","going",2
"we","can","do",2
"we","can","make",2
"we","cant","wait",2
"we","didnt","think",2
"we","get","to",3
"we","going","to",2
"we","had","a",4
"we","had","to",3
"we","have","a",5
"we","have","given",2
"we","have","to",8
"we","hit","the",2
"we","just","need",2
"we","like","to",2
"we","love","to",2
"we","need","is",3
"we","need","to",3
"we","see","you",2
"we","still","have",2
"we","talk","about",2
"we","talked","about",2
"we","tend","to",2
"we","thought","we",2
"we","want","to",3
"we","wanted","to",2
"we","went","to",2
"we","will","be",6
"we","will","have",2
"we","work","on",2
"week","and","then",2
"weeks","ago","and",2
"well","at","least",2
"well","for","the",2
"well","i","dont",2
"well","this","is",2
"went","back","to",2
"went","for","with",2
"went","into","the",2
"were","able","to",6
"were","given","the",2
"were","going","to",8
"were","in","the",3
"were","on","the",3
"were","supposed","to",2
"were","taken","to",2
"what","about","the",2
"what","are","the",2
"what","can","god",2
"what","do","i",2
"what","do","you",5
"what","happened","to",2
"what","have","you",2
"what","i","do",2
"what","i","think",2
"what","i","want",3
"what","i","was",3
"what","is","it",3
"what","is","most",2
"what","is","the",3
"what","it","is",2
"what","it","means",2
"what","kind","of",3
"what","the","heck",2
"what","they","get",2
"what","to","do",5
"what","to","expect",2
"what","were","doing",2
"what","you","can",2
"what","you","got",2
"what","you","think",3
"whats","the","best",2
"whats","wrong","with",2
"when","faced","with",3
"when","i","bought",2
"when","i","get",5
"when","i","have",3
"when","i","saw",3
"when","i","was",7
"when","it","comes",7
"when","it","was",2
"when","its","a",2
"when","my","mom",2
"when","the","sun",2
"when","they","do",2
"when","they","dont",2
"when","they","have",2
"when","we","were",2
"when","you","get",2
"when","you","have",2
"when","you","tell",2
"when","you","think",2
"when","you","want",2
"where","are","you",2
"where","i","am",4
"where","she","was",2
"where","you","are",2
"whether","or","not",3
"which","has","been",2
"which","is","also",3
"which","is","not",2
"which","is","the",4
"which","were","in",2
"white","house","in",2
"white","house","officials",2
"who","came","out",2
"who","do","you",2
"who","has","a",3
"who","has","been",2
"who","have","been",2
"who","i","am",2
"who","you","know",3
"why","am","i",3
"why","cant","i",2
"why","do","so",2
"why","dont","you",2
"why","i","love",2
"why","would","you",2
"wide","variety","of",2
"will","be","a",6
"will","be","able",3
"will","be","at",2
"will","be","available",2
"will","be","back",3
"will","be","considered",2
"will","be","fun",2
"will","be","held",2
"will","be","released",2
"will","be","the",2
"will","come","to",2
"will","continue","to",4
"will","end","up",2
"will","focus","on",2
"will","have","a",3
"will","have","to",4
"will","lead","the",2
"will","not","be",2
"will","not","come",2
"will","you","be",2
"wish","i","could",2
"with","a","bang",2
"with","a","bunch",2
"with","a","legal",2
"with","a","new",3
"with","all","the",2
"with","an","opportunity",2
"with","each","script",2
"with","him","to",2
"with","me","for",2
"with","my","family",2
"with","that","he",2
"with","the","best",2
"with","the","book",2
"with","the","government",2
"with","the","idea",2
"with","the","new",3
"with","the","same",2
"with","you","and",2
"with","you","but",2
"without","him","nay",2
"woke","up","and",2
"woke","up","at",2
"women","who","are",2
"won","the","game",2
"work","in","the",3
"work","is","picking",2
"worked","in","the",2
"would","be","a",4
"would","be","awesome",2
"would","be","so",2
"would","be","the",2
"would","be","very",2
"would","have","been",5
"would","have","to",3
"would","like","to",5
"would","love","to",4
"would","not","have",2
"would","you","like",2
"written","in","the",3
"wrote","a","book",2
"wrote","in","a",2
"yards","and","a",2
"year","after","year",3
"year","for","the",2
"years","ago","a",2
"you","and","i",2
"you","are","not",2
"you","are","so",2
"you","can","add",2
"you","can","also",2
"you","can","be",2
"you","can","do",2
"you","can","get",2
"you","can","have",2
"you","can","make",2
"you","can","see",2
"you","can","take",2
"you","cant","get",2
"you","do","for",2
"you","do","not",3
"you","dont","have",5
"you","dont","know",4
"you","dont","want",2
"you","feel","the",2
"you","follow","me",2
"you","following","me",2
"you","for","the",2
"you","forgive","me",2
"you","found","it",2
"you","get","the",2
"you","guys","are",3
"you","had","to",2
"you","have","a",6
"you","have","no",2
"you","have","the",2
"you","have","to",9
"you","have","until",2
"you","how","to",2
"you","in","a",4
"you","in","the",2
"you","just","have",3
"you","know","it",2
"you","look","at",2
"you","may","be",2
"you","more","than",2
"you","name","the",2
"you","need","to",5
"you","really","really",2
"you","scare","me",2
"you","should","be",2
"you","should","try",2
"you","so","much",3
"you","still","have",2
"you","think","about",2
"you","think","you",5
"you","want","to",10
"you","were","wondering",2
"you","will","be",3
"you","will","find",4
"you","will","not",2
"youd","like","to",4
"your","permission","to",2
"youre","going","to",6
